z	 OMzt	 OMbzt	 DOM1zt	 DOM2zt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 OHzt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4
0	2.6925	1774.5	0.00017768	0.00044286	0.37512	0.04446	0.0066989	3.68e-09	6.9323	1.0778e-18	1.3249e-09	0.02082	1.06e-10	1.01e-10	0.00043044	0.0016525	1.9332e-14	-0	8.1819e-06	3.8044e-35	6.0857e-07	193.5	-0	0.007338	0.33188	3.1623e-05	0.00031623	-0	2.19e-05	0.62387	1.06e-15	0.12447	-0
0.11765	1.1339	730.66	0.00018137	0.0004518	0.35592	0.046654	0.0097766	3.7797e-09	2.7262	1.081e-18	4.4655e-05	0.021108	1.0882e-10	2.0639e-05	0.00058784	0.00069304	1.9377e-14	9.2846e-10	8.2018e-06	4.2253e-34	6.0998e-07	104.09	0	0.0073549	0.33264	3.2527e-05	0.00032527	0.030412	2.2464e-05	0.64105	1.088e-15	0.046382	-0
0.23529	0.78171	491.99	0.00018416	0.00045849	0.32689	0.032562	0.013648	3.8614e-09	1.7469	1.1739e-18	9.4297e-05	0.021282	1.1113e-10	4.2253e-05	0.00075167	0.00046718	2.1017e-14	2.0148e-09	8.892e-06	6.4418e-33	6.6161e-07	87.148	0	0.0079772	0.36078	3.328e-05	0.0003328	0.067884	2.292e-05	0.6553	1.1109e-15	0.028076	0
0.35294	0.63286	388.72	0.00018623	0.00046338	0.29739	0.023016	0.017363	3.9275e-09	1.3098	1.2903e-18	0.00015191	0.021357	1.1298e-10	6.5315e-05	0.00090651	0.00036385	2.304e-14	2.8635e-09	9.7359e-06	1.1458e-31	7.2529e-07	82.669	0	0.0087444	0.39547	3.39e-05	0.000339	0.10401	2.3284e-05	0.66689	1.1292e-15	0.019821	0
0.47059	0.55446	332.13	0.00018772	0.00046682	0.26813	0.013966	0.020889	3.9804e-09	1.0592	1.4229e-18	0.00021901	0.02135	1.1445e-10	9.0011e-05	0.0010512	0.00030238	2.5282e-14	3.5183e-09	1.0661e-05	2.066e-30	7.9586e-07	82.698	0	0.0095943	0.43389	3.4406e-05	0.00034406	0.13838	2.3568e-05	0.67624	1.1437e-15	0.01508	0
0.58824	0.50829	296.75	0.00018875	0.00046912	0.2396	0.0083958	0.024202	4.0222e-09	0.89292	1.5713e-18	0.0003	0.021273	1.1561e-10	0.0001165	0.0011851	0.00025962	2.7691e-14	4.0294e-09	1.1642e-05	3.4003e-29	8.7172e-07	84.941	0	0.010507	0.47517	3.4817e-05	0.00034817	0.17073	2.3787e-05	0.68372	1.1551e-15	0.011983	0
0.70588	0.47932	272.53	0.00018944	0.00047057	0.21219	0.0050351	0.027288	4.0549e-09	0.77028	1.7371e-18	0.00039665	0.02114	1.165e-10	0.00014492	0.0013077	0.00022643	3.0245e-14	4.4287e-09	1.2668e-05	4.9609e-28	9.5209e-07	88.478	0	0.011474	0.51888	3.5149e-05	0.00035149	0.20086	2.3952e-05	0.68969	1.1638e-15	0.0097925	0
0.82353	0.46052	254.8	0.00018986	0.00047138	0.18618	0.0030138	0.03014	4.0801e-09	0.67203	1.9235e-18	0.00051148	0.020961	1.1718e-10	0.00017537	0.0014191	0.00019853	3.2926e-14	4.7315e-09	1.3728e-05	6.4403e-27	1.0365e-06	92.863	0	0.012489	0.56474	3.5416e-05	0.00035416	0.22865	2.4074e-05	0.69444	1.1704e-15	0.0081598	0
0.94118	0.44826	241.13	0.0001901	0.00047174	0.16181	0.0018012	0.032753	4.0993e-09	0.58803	2.1345e-18	0.00064597	0.020743	1.1769e-10	0.00020797	0.001519	0.00017371	3.5722e-14	4.9421e-09	1.4816e-05	7.5974e-26	1.1245e-06	97.85	0	0.013546	0.61253	3.563e-05	0.0003563	0.25403	2.4161e-05	0.6982	1.1753e-15	0.006898	0
1.0588	0.44056	230.2	0.00019022	0.00047179	0.1392	0.0010751	0.035128	4.1136e-09	0.51266	2.3749e-18	0.0008003	0.020495	1.1806e-10	0.00024278	0.0016078	0.0001508	3.8623e-14	5.0583e-09	1.5926e-05	8.2979e-25	1.2158e-06	103.29	0	0.014643	0.66207	3.58e-05	0.000358	0.27697	2.4221e-05	0.70119	1.1788e-15	0.0058982	0
1.1765	0.43629	221.26	0.00019025	0.00047164	0.11847	0.00064111	0.037268	4.124e-09	0.4428	2.6504e-18	0.00097315	0.020222	1.1831e-10	0.00027982	0.0016855	0.00012924	4.162e-14	5.0764e-09	1.7055e-05	8.2175e-24	1.3102e-06	109.08	0	0.015774	0.71317	3.5937e-05	0.00035937	0.2975	2.4258e-05	0.70357	1.1812e-15	0.0050924	0
1.2941	0.43476	213.86	0.00019024	0.00047139	0.099662	0.000382	0.039176	4.1314e-09	0.37691	2.9676e-18	0.0011614	0.019929	1.1849e-10	0.00031911	0.0017524	0.0001088	4.4702e-14	4.994e-09	1.8197e-05	7.2569e-23	1.4072e-06	115.16	0	0.016937	0.76568	3.6045e-05	0.00036045	0.31564	2.4278e-05	0.70548	1.1828e-15	0.0044358	0
1.4118	0.43557	207.72	0.0001902	0.00047109	0.082797	0.00022747	0.040859	4.1364e-09	0.31448	3.3355e-18	0.00136	0.019619	1.1859e-10	0.0003606	0.0018087	8.9538e-05	4.7861e-14	4.8134e-09	1.935e-05	5.6382e-22	1.5066e-06	121.47	0	0.018128	0.81943	3.6131e-05	0.00036131	0.33146	2.4285e-05	0.70702	1.1837e-15	0.0038975	0
1.5294	0.43841	202.64	0.00019016	0.00047079	0.067863	0.00013539	0.042324	4.1395e-09	0.25577	3.7682e-18	0.0015621	0.019296	1.1864e-10	0.00040422	0.0018546	7.1645e-05	5.109e-14	4.5433e-09	2.0513e-05	3.8112e-21	1.6082e-06	127.99	0	0.019344	0.87428	3.6199e-05	0.00036199	0.34502	2.4282e-05	0.70827	1.184e-15	0.0034553	0
1.6471	0.44307	198.47	0.00019013	0.00047053	0.054822	8.0548e-05	0.04358	4.1411e-09	0.20154	4.2888e-18	0.0017593	0.018962	1.1865e-10	0.00044982	0.0018905	5.5411e-05	5.4379e-14	4.1996e-09	2.1685e-05	2.221e-20	1.7118e-06	134.68	0	0.020582	0.93009	3.6253e-05	0.00036253	0.35642	2.4271e-05	0.70928	1.184e-15	0.0030927	0
1.7647	0.44937	195.11	0.00019012	0.00047032	0.043608	4.7906e-05	0.044638	4.1415e-09	0.15284	4.9338e-18	0.0019425	0.01862	1.1863e-10	0.00049719	0.0019167	4.1154e-05	5.7724e-14	3.805e-09	2.2866e-05	1.1078e-19	1.817e-06	141.52	0	0.021839	0.98673	3.6296e-05	0.00036296	0.36576	2.4254e-05	0.71011	1.1837e-15	0.0027969	0
1.8824	0.45716	192.45	0.00019014	0.00047018	0.034123	2.8486e-05	0.04551	4.1411e-09	0.11078	5.7492e-18	0.0021032	0.018272	1.1858e-10	0.00054605	0.0019336	2.9146e-05	6.1116e-14	3.387e-09	2.4056e-05	4.707e-19	1.9238e-06	148.49	0	0.023113	1.0441	3.633e-05	0.0003633	0.37319	2.4233e-05	0.71079	1.1831e-15	0.0025573	0
2	0.46626	190.38	0.00019018	0.0004701	0.026241	1.6935e-05	0.046212	4.14e-09	0.076232	6.7661e-18	0.0022347	0.017918	1.1852e-10	0.00059598	0.0019417	1.9546e-05	6.4551e-14	2.9741e-09	2.5257e-05	1.7002e-18	2.0319e-06	155.59	0	0.024402	1.1021	3.6357e-05	0.00036357	0.37885	2.4209e-05	0.71134	1.1823e-15	0.0023653	0
2.1176	0.47655	188.83	0.00019025	0.00047011	0.019804	1.0066e-05	0.046761	4.1383e-09	0.049542	7.9511e-18	0.0023334	0.017562	1.1844e-10	0.00064652	0.0019418	1.2343e-05	6.8024e-14	2.5924e-09	2.6468e-05	5.2287e-18	2.1411e-06	162.78	0	0.025704	1.1605	3.6379e-05	0.00036379	0.38292	2.4182e-05	0.71178	1.1814e-15	0.0022129	0
2.2353	0.48784	187.71	0.00019034	0.00047018	0.014635	5.9825e-06	0.047176	4.1363e-09	0.030342	9.1609e-18	0.0023989	0.017203	1.1836e-10	0.00069713	0.0019348	7.3169e-06	7.1529e-14	2.2622e-09	2.7691e-05	1.3766e-17	2.2514e-06	170.08	0	0.027017	1.2194	3.6396e-05	0.00036396	0.38562	2.4154e-05	0.71214	1.1805e-15	0.0020926	0
2.3529	0.49997	186.93	0.00019046	0.0004703	0.010559	3.5552e-06	0.047477	4.1341e-09	0.01756	1.0167e-17	0.0024335	0.016845	1.1827e-10	0.00074728	0.0019219	4.0777e-06	7.5062e-14	1.9953e-09	2.8927e-05	3.1324e-17	2.3626e-06	177.46	0	0.028339	1.2787	3.6409e-05	0.00036409	0.38714	2.4125e-05	0.71243	1.1794e-15	0.0019971	0
2.4706	0.51274	186.41	0.00019059	0.00047048	0.0074147	2.1126e-06	0.047681	4.1316e-09	0.0096813	1.0772e-17	0.0024421	0.016488	1.1817e-10	0.00079647	0.0019042	2.1497e-06	7.8621e-14	1.7951e-09	3.0174e-05	6.2445e-17	2.4746e-06	184.91	0	0.029669	1.3382	3.6419e-05	0.00036419	0.38768	2.4096e-05	0.71266	1.1784e-15	0.0019197	0
2.5882	0.52599	186.08	0.00019074	0.0004707	0.0050475	1.2553e-06	0.047804	4.129e-09	0.0051601	1.097e-17	0.0024306	0.016134	1.1807e-10	0.00084424	0.001883	1.0839e-06	8.2201e-14	1.6577e-09	3.1434e-05	1.108e-16	2.5872e-06	192.43	0	0.031006	1.3979	3.6428e-05	0.00036428	0.38743	2.4067e-05	0.71285	1.1773e-15	0.0018541	0
2.7059	0.53955	185.87	0.0001909	0.00047095	0.0035113	7.4584e-07	0.047842	4.1263e-09	0.0027285	1.1027e-17	0.002406	0.015782	1.1797e-10	0.00089059	0.0018593	5.314e-07	8.5801e-14	1.5738e-09	3.2704e-05	1.7807e-16	2.7004e-06	200.02	0	0.032349	1.4578	3.6434e-05	0.00036434	0.38637	2.4038e-05	0.71301	1.1762e-15	0.0017955	0
2.8235	0.55332	185.75	0.00019107	0.00047121	0.0024345	4.4313e-07	0.047832	4.1236e-09	0.0014549	1.0898e-17	0.0023735	0.015436	1.1787e-10	0.00093466	0.0018342	2.5567e-07	8.9417e-14	1.5323e-09	3.3984e-05	2.6562e-16	2.8142e-06	207.65	0	0.033697	1.5178	3.644e-05	0.0003644	0.38487	2.4009e-05	0.71315	1.1751e-15	0.0017418	0
2.9412	0.56725	185.7	0.00019124	0.00047148	0.0016951	2.6328e-07	0.047788	4.1209e-09	0.00079454	1.0604e-17	0.0023373	0.015094	1.1776e-10	0.0009762	0.0018083	1.2157e-07	9.3048e-14	1.5222e-09	3.5274e-05	3.7349e-16	2.9284e-06	215.33	0	0.03505	1.5779	3.6444e-05	0.00036444	0.38305	2.398e-05	0.71328	1.174e-15	0.0016917	0
3.0588	0.58129	185.7	0.00019141	0.00047176	0.0011965	1.5641e-07	0.047719	4.1181e-09	0.00045144	1.0223e-17	0.0023002	0.014758	1.1766e-10	0.0010151	0.0017823	5.7538e-08	9.6691e-14	1.534e-09	3.6572e-05	5.0065e-16	3.043e-06	223.06	0	0.036405	1.638	3.6447e-05	0.00036447	0.38101	2.3953e-05	0.71341	1.1729e-15	0.0016449	0
3.1765	0.5954	185.74	0.00019157	0.00047202	0.00086581	9.2925e-08	0.047633	4.1154e-09	0.00027111	9.8519e-18	0.0022636	0.014427	1.1757e-10	0.0010512	0.0017563	2.7339e-08	1.0035e-13	1.5605e-09	3.7877e-05	6.454e-16	3.1579e-06	230.82	0	0.037764	1.6981	3.6449e-05	0.00036449	0.37883	2.3925e-05	0.71354	1.1718e-15	0.0016012	0
3.2941	0.60958	185.81	0.00019174	0.00047228	0.00064908	5.5205e-08	0.047535	4.1127e-09	0.00017442	9.5756e-18	0.002228	0.014103	1.1747e-10	0.0010846	0.0017306	1.3196e-08	1.0401e-13	1.5968e-09	3.9188e-05	8.0593e-16	3.2732e-06	238.61	0	0.039126	1.7582	3.6452e-05	0.00036452	0.37655	2.3899e-05	0.71367	1.1708e-15	0.0015608	0
3.4118	0.62381	185.92	0.00019189	0.00047253	0.00050631	3.2796e-08	0.04743	4.1101e-09	0.00012118	9.4556e-18	0.0021938	0.013784	1.1737e-10	0.0011154	0.0017055	6.5846e-09	1.0768e-13	1.6393e-09	4.0504e-05	9.8066e-16	3.3887e-06	246.43	0	0.04049	1.8182	3.6453e-05	0.00036453	0.37423	2.3873e-05	0.7138	1.1698e-15	0.0015237	0
3.5294	0.63807	186.05	0.00019204	0.00047275	0.00040842	1.9484e-08	0.04732	4.1075e-09	9.1124e-05	9.5471e-18	0.0021611	0.013471	1.1728e-10	0.0011435	0.001681	3.4841e-09	1.1137e-13	1.6859e-09	4.1825e-05	1.1684e-15	3.5044e-06	254.27	0	0.041855	1.8782	3.6454e-05	0.00036454	0.37188	2.3848e-05	0.71394	1.1688e-15	0.0014903	0
3.6471	0.65237	186.2	0.00019218	0.00047296	0.00035526	1.1575e-08	0.047206	4.105e-09	7.424e-05	9.936e-18	0.0021299	0.013164	1.1719e-10	0.0011692	0.0016571	2.0168e-09	1.1505e-13	1.735e-09	4.3149e-05	1.3685e-15	3.6204e-06	262.13	0	0.043222	1.938	3.6455e-05	0.00036455	0.36952	2.3824e-05	0.71408	1.1678e-15	0.0014605	0
3.7647	0.6667	186.37	0.00019231	0.00047314	0.00031381	6.8761e-09	0.047092	4.1026e-09	6.3931e-05	1.0478e-17	0.0021001	0.012863	1.171e-10	0.0011924	0.001634	1.3057e-09	1.1875e-13	1.7856e-09	4.4477e-05	1.5819e-15	3.7366e-06	270	0	0.04459	1.9978	3.6456e-05	0.00036456	0.36718	2.3801e-05	0.71423	1.1669e-15	0.0014346	0
3.8824	0.68107	186.55	0.00019243	0.00047329	0.00028073	4.0848e-09	0.046976	4.1002e-09	5.6976e-05	1.1096e-17	0.0020717	0.012568	1.1702e-10	0.0012134	0.0016115	9.4556e-10	1.2245e-13	1.8373e-09	4.5808e-05	1.8097e-15	3.8529e-06	277.89	0	0.045959	2.0574	3.6457e-05	0.00036457	0.36485	2.3778e-05	0.71438	1.166e-15	0.0014124	0
4	0.69546	186.74	0.00019253	0.00047341	0.00025369	2.4266e-09	0.046861	4.0978e-09	5.1826e-05	1.1755e-17	0.0020446	0.012278	1.1694e-10	0.0012321	0.0015897	7.4958e-10	1.2615e-13	1.8896e-09	4.7141e-05	2.0533e-15	3.9694e-06	285.79	0	0.047329	2.117	3.6457e-05	0.00036457	0.36254	2.3756e-05	0.71453	1.1651e-15	0.0013939	0
4.1176	0.70987	186.94	0.00019263	0.00047351	0.00023098	1.4416e-09	0.046746	4.0956e-09	4.772e-05	1.2437e-17	0.0020188	0.011994	1.1686e-10	0.0012488	0.0015686	6.3197e-10	1.2986e-13	1.9424e-09	4.8475e-05	2.3139e-15	4.086e-06	293.7	0	0.048699	2.1763	3.6458e-05	0.00036458	0.36026	2.3735e-05	0.71469	1.1642e-15	0.0013788	0
4.2353	0.72431	187.14	0.00019271	0.00047358	0.0002114	8.5638e-10	0.046631	4.0934e-09	4.4271e-05	1.3134e-17	0.0019941	0.011715	1.1678e-10	0.0012635	0.0015481	5.5312e-10	1.3358e-13	1.9954e-09	4.9812e-05	2.593e-15	4.2027e-06	301.62	0	0.05007	2.2356	3.6458e-05	0.00036458	0.35799	2.3714e-05	0.71485	1.1634e-15	0.0013668	0
4.3529	0.73877	187.34	0.00019278	0.00047361	0.00019405	5.0874e-10	0.046517	4.0912e-09	4.1273e-05	1.3842e-17	0.0019705	0.011442	1.167e-10	0.0012763	0.0015283	4.9463e-10	1.373e-13	2.0486e-09	5.115e-05	2.8918e-15	4.3195e-06	309.55	0	0.051441	2.2946	3.6458e-05	0.00036458	0.35575	2.3694e-05	0.71502	1.1626e-15	0.0013577	0
4.4706	0.75324	187.54	0.00019284	0.00047362	0.00017829	3.0222e-10	0.046403	4.0891e-09	3.8612e-05	1.456e-17	0.0019479	0.011174	1.1663e-10	0.0012873	0.001509	4.478e-10	1.4102e-13	2.1019e-09	5.2489e-05	3.2117e-15	4.4364e-06	317.48	0	0.052813	2.3536	3.6458e-05	0.00036458	0.35354	2.3675e-05	0.71519	1.1618e-15	0.0013512	0
4.5882	0.76773	187.73	0.00019289	0.00047359	0.00016366	1.7954e-10	0.04629	4.0871e-09	3.6219e-05	1.529e-17	0.0019262	0.010911	1.1656e-10	0.0012967	0.0014903	4.0838e-10	1.4474e-13	2.1553e-09	5.3829e-05	3.5542e-15	4.5534e-06	325.41	0	0.054184	2.4123	3.6459e-05	0.00036459	0.35135	2.3657e-05	0.71536	1.1611e-15	0.0013469	0
4.7059	0.78223	187.91	0.00019292	0.00047353	0.0001498	1.0665e-10	0.046178	4.0852e-09	3.4051e-05	1.6032e-17	0.0019053	0.010654	1.1649e-10	0.0013044	0.0014722	3.7419e-10	1.4847e-13	2.2088e-09	5.517e-05	3.9204e-15	4.6705e-06	333.36	0	0.055555	2.4709	3.6459e-05	0.00036459	0.34919	2.3639e-05	0.71554	1.1603e-15	0.0013445	0
4.8235	0.79673	188.09	0.00019295	0.00047345	0.0001365	6.3359e-11	0.046066	4.0833e-09	3.2081e-05	1.679e-17	0.0018853	0.010401	1.1642e-10	0.0013107	0.0014547	3.4403e-10	1.522e-13	2.2623e-09	5.6512e-05	4.312e-15	4.7876e-06	341.3	0	0.056926	2.5293	3.6459e-05	0.00036459	0.34705	2.3621e-05	0.71572	1.1596e-15	0.0013436	0
4.9412	0.81125	188.25	0.00019296	0.00047334	0.0001236	3.7639e-11	0.045955	4.0814e-09	3.0287e-05	1.757e-17	0.001866	0.010154	1.1636e-10	0.0013155	0.0014376	3.172e-10	1.5593e-13	2.3159e-09	5.7854e-05	4.7302e-15	4.9049e-06	349.25	0	0.058297	2.5875	3.6459e-05	0.00036459	0.34494	2.3605e-05	0.7159	1.1589e-15	0.0013441	0
5.0588	0.82577	188.4	0.00019296	0.00047319	0.00011105	2.2359e-11	0.045845	4.0797e-09	2.8654e-05	1.8377e-17	0.0018474	0.0099111	1.163e-10	0.0013189	0.0014211	2.9319e-10	1.5966e-13	2.3695e-09	5.9196e-05	5.1765e-15	5.0221e-06	357.2	0	0.059668	2.6455	3.6459e-05	0.00036459	0.34286	2.3589e-05	0.71609	1.1583e-15	0.0013457	0
5.1765	0.84029	188.53	0.00019295	0.00047303	9.8842e-05	1.3283e-11	0.045736	4.0779e-09	2.7168e-05	1.9215e-17	0.0018294	0.0096734	1.1624e-10	0.0013211	0.0014051	2.7165e-10	1.6339e-13	2.4231e-09	6.0539e-05	5.6524e-15	5.1394e-06	365.15	0	0.061038	2.7033	3.6459e-05	0.00036459	0.3408	2.3573e-05	0.71627	1.1576e-15	0.0013482	0
5.2941	0.85482	188.66	0.00019293	0.00047284	8.7045e-05	7.8907e-12	0.045628	4.0763e-09	2.5816e-05	2.0091e-17	0.001812	0.0094403	1.1618e-10	0.001322	0.0013895	2.5226e-10	1.6713e-13	2.4767e-09	6.1883e-05	6.1595e-15	5.2567e-06	373.11	0	0.062408	2.761	3.6459e-05	0.00036459	0.33877	2.3558e-05	0.71646	1.157e-15	0.0013513	0
5.4118	0.86936	188.77	0.0001929	0.00047262	7.5792e-05	4.6875e-12	0.045521	4.0746e-09	2.4582e-05	2.1004e-17	0.0017952	0.0092119	1.1612e-10	0.0013218	0.0013743	2.3472e-10	1.7087e-13	2.5304e-09	6.3226e-05	6.6995e-15	5.3741e-06	381.07	0	0.063777	2.8184	3.6459e-05	0.00036459	0.33676	2.3543e-05	0.71665	1.1564e-15	0.001355	0
5.5294	0.88391	188.87	0.00019286	0.00047238	6.527e-05	2.7846e-12	0.045415	4.0731e-09	2.3444e-05	2.1948e-17	0.0017789	0.0089882	1.1607e-10	0.0013205	0.0013596	2.1872e-10	1.7461e-13	2.584e-09	6.4569e-05	7.2743e-15	5.4915e-06	389.02	0	0.065146	2.8757	3.6459e-05	0.00036459	0.33478	2.3529e-05	0.71684	1.1558e-15	0.0013591	0
5.6471	0.89846	188.96	0.00019282	0.00047213	5.5724e-05	1.6542e-12	0.04531	4.0715e-09	2.2368e-05	2.2897e-17	0.0017631	0.0087689	1.1601e-10	0.0013182	0.0013453	2.0392e-10	1.7835e-13	2.6377e-09	6.5913e-05	7.8858e-15	5.6089e-06	396.98	0	0.066513	2.9327	3.6459e-05	0.00036459	0.33283	2.3516e-05	0.71704	1.1553e-15	0.0013634	0
5.7647	0.91302	189.04	0.00019276	0.00047185	4.692e-05	9.8269e-13	0.045206	4.0701e-09	2.1294e-05	2.3788e-17	0.0017478	0.0085541	1.1596e-10	0.0013149	0.0013314	1.8998e-10	1.8209e-13	2.6914e-09	6.7257e-05	8.5362e-15	5.7263e-06	404.95	0	0.067881	2.9896	3.6459e-05	0.00036459	0.3309	2.3502e-05	0.71723	1.1547e-15	0.001368	0
5.8824	0.9276	189.12	0.0001927	0.00047156	3.7755e-05	5.8377e-13	0.045103	4.0686e-09	2.0174e-05	2.4559e-17	0.0017329	0.0083437	1.1591e-10	0.0013107	0.0013179	1.7673e-10	1.8583e-13	2.745e-09	6.86e-05	9.2276e-15	5.8437e-06	412.91	0	0.069247	3.0462	3.6459e-05	0.00036459	0.329	2.349e-05	0.71742	1.1542e-15	0.0013727	0
6	0.94218	189.18	0.00019263	0.00047125	2.9981e-05	3.4679e-13	0.045001	4.0673e-09	1.9089e-05	2.5289e-17	0.0017184	0.0081376	1.1586e-10	0.0013057	0.0013047	1.6426e-10	1.8957e-13	2.7987e-09	6.9943e-05	9.9611e-15	5.9612e-06	420.87	0	0.070612	3.1027	3.6459e-05	0.00036459	0.32713	2.3477e-05	0.71762	1.1537e-15	0.0013775	0
6.1176	0.95678	189.24	0.00019256	0.00047092	2.3409e-05	2.0601e-13	0.044901	4.0659e-09	1.8068e-05	2.6018e-17	0.0017043	0.0079358	1.1582e-10	0.0012998	0.0012919	1.527e-10	1.9331e-13	2.8524e-09	7.1287e-05	1.0738e-14	6.0786e-06	428.83	0	0.071977	3.1589	3.6459e-05	0.00036459	0.32528	2.3465e-05	0.71781	1.1532e-15	0.0013824	0
6.2353	0.9714	189.29	0.00019248	0.00047059	1.7941e-05	1.2238e-13	0.044801	4.0646e-09	1.7122e-05	2.6762e-17	0.0016905	0.0077381	1.1577e-10	0.0012932	0.0012794	1.4208e-10	1.9705e-13	2.906e-09	7.2629e-05	1.1559e-14	6.196e-06	436.79	0	0.07334	3.2149	3.6459e-05	0.00036459	0.32345	2.3454e-05	0.718	1.1527e-15	0.0013873	0
6.3529	0.98602	189.34	0.0001924	0.00047024	1.356e-05	7.2702e-14	0.044702	4.0633e-09	1.6248e-05	2.7527e-17	0.0016771	0.0075446	1.1573e-10	0.0012858	0.0012672	1.3236e-10	2.0079e-13	2.9596e-09	7.3972e-05	1.2427e-14	6.3133e-06	444.75	0	0.074703	3.2708	3.6459e-05	0.00036459	0.32165	2.3443e-05	0.7182	1.1522e-15	0.0013923	0
6.4706	1.0007	189.39	0.00019231	0.00046988	1.0324e-05	4.3189e-14	0.044605	4.0621e-09	1.5441e-05	2.8315e-17	0.0016641	0.0073551	1.1569e-10	0.0012778	0.0012553	1.2349e-10	2.0453e-13	3.0133e-09	7.5314e-05	1.3342e-14	6.4307e-06	452.71	0	0.076064	3.3264	3.6459e-05	0.00036459	0.31987	2.3432e-05	0.71839	1.1518e-15	0.0013972	0
6.5882	1.0153	189.43	0.00019222	0.00046951	7.7643e-06	2.5657e-14	0.044509	4.0609e-09	1.469e-05	2.9116e-17	0.0016513	0.0071696	1.1564e-10	0.0012691	0.0012437	1.1536e-10	2.0827e-13	3.0669e-09	7.6656e-05	1.4307e-14	6.548e-06	460.67	0	0.077424	3.3818	3.6459e-05	0.00036459	0.31812	2.3422e-05	0.71858	1.1514e-15	0.0014022	0
6.7059	1.03	189.48	0.00019212	0.00046914	4.6423e-06	1.5241e-14	0.044414	4.0598e-09	1.3985e-05	2.9919e-17	0.0016389	0.006988	1.1561e-10	0.0012599	0.0012324	1.0789e-10	2.1201e-13	3.1205e-09	7.7997e-05	1.5323e-14	6.6653e-06	468.63	0	0.078783	3.437	3.6459e-05	0.00036459	0.3164	2.3412e-05	0.71877	1.1509e-15	0.0014072	0
6.8235	1.0447	189.52	0.00019203	0.00046875	2.7756e-06	9.0542e-15	0.04432	4.0587e-09	1.333e-05	3.0742e-17	0.0016268	0.0068102	1.1557e-10	0.0012501	0.0012214	1.0104e-10	2.1575e-13	3.1741e-09	7.9338e-05	1.6391e-14	6.7825e-06	476.59	0	0.080141	3.492	3.6459e-05	0.00036459	0.3147	2.3402e-05	0.71896	1.1505e-15	0.0014123	0
6.9412	1.0594	189.57	0.00019193	0.00046837	1.6596e-06	5.3787e-15	0.044227	4.0576e-09	1.2721e-05	3.1585e-17	0.001615	0.0066363	1.1553e-10	0.0012398	0.0012106	9.4743e-11	2.1948e-13	3.2277e-09	8.0678e-05	1.7514e-14	6.8997e-06	484.54	0	0.081497	3.5468	3.6459e-05	0.00036459	0.31302	2.3392e-05	0.71915	1.1501e-15	0.0014174	0
7.0588	1.0741	189.62	0.00019182	0.00046798	9.9226e-07	3.1952e-15	0.044136	4.0565e-09	1.215e-05	3.2441e-17	0.0016035	0.0064661	1.1549e-10	0.001229	0.0012001	8.8937e-11	2.2322e-13	3.2812e-09	8.2018e-05	1.8693e-14	7.0169e-06	492.49	0	0.082852	3.6014	3.6459e-05	0.00036459	0.31137	2.3383e-05	0.71933	1.1497e-15	0.0014226	0
7.1765	1.0889	189.67	0.00019172	0.00046758	5.9328e-07	1.8981e-15	0.044045	4.0555e-09	1.1614e-05	3.3302e-17	0.0015923	0.0062996	1.1546e-10	0.0012177	0.0011897	8.3565e-11	2.2695e-13	3.3347e-09	8.3357e-05	1.9931e-14	7.1339e-06	500.44	0	0.084205	3.6558	3.6459e-05	0.00036459	0.30974	2.3374e-05	0.71952	1.1494e-15	0.0014278	0
7.2941	1.1037	189.73	0.00019161	0.00046718	3.5472e-07	1.1276e-15	0.043956	4.0545e-09	1.1106e-05	3.4165e-17	0.0015813	0.0061367	1.1542e-10	0.001206	0.0011796	7.8578e-11	2.3069e-13	3.3882e-09	8.4695e-05	2.1229e-14	7.2509e-06	508.39	0	0.085557	3.71	3.6459e-05	0.00036459	0.30814	2.3366e-05	0.7197	1.149e-15	0.0014332	0
7.4118	1.1184	189.79	0.00019151	0.00046678	2.1209e-07	6.6986e-16	0.043868	4.0536e-09	1.0626e-05	3.5024e-17	0.0015707	0.0059774	1.1539e-10	0.001194	0.0011698	7.3934e-11	2.3442e-13	3.4417e-09	8.6032e-05	2.259e-14	7.3679e-06	516.33	0	0.086908	3.7639	3.6459e-05	0.00036459	0.30656	2.3358e-05	0.71989	1.1487e-15	0.0014387	0
7.5294	1.1332	189.85	0.0001914	0.00046638	1.2681e-07	3.9793e-16	0.043781	4.0526e-09	1.0169e-05	3.5878e-17	0.0015603	0.0058215	1.1536e-10	0.0011816	0.0011601	6.9601e-11	2.3814e-13	3.4951e-09	8.7369e-05	2.4015e-14	7.4847e-06	524.26	0	0.088256	3.8176	3.6459e-05	0.00036459	0.305	2.335e-05	0.72007	1.1483e-15	0.0014443	0
