z	 POPzt	 POCzt	 DOPzt	 DOCzt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 CaCO3zt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4aq	 CH4g	 FeCO3	 Fe3PO42	 PO4adsc
13.2	373.626	37445	0.00030688	0.00035805	2.77E-74	1.33E-74	0.1989	1.12E-10	1.3156	0.00011718	6.9471	0.034214	3.81E-05	1.11E-08	0.079179	99.746	0.0021153	0.002259	649.45	0.17939	0.018661	6.69E-05	0.29938	76.55270656	6.2937	5.08E-05	192.726	0.78844	0.0025878	4.6891	4.5602e-321	0.59595	2.11E-10	7.0997e-321	0.10761	270.491	450.21
13.3	373.571	37471	0.00030713	0.0003588	7.70E-75	3.65E-75	0.19899	1.12E-10	1.2143	0.0001141	6.9561	0.034482	3.84E-05	1.12E-08	0.079173	97.526	0.0020794	0.0022595	649.62	0.18116	0.018811	6.20E-05	0.29866	76.59188033	6.2937	5.08E-05	191.466	0.78959	0.0025932	4.6978	4.5849e-321	0.59678	2.13E-10	7.1491e-321	0.10811	271.128	450.21
13.4	373.516	37498	0.00030739	0.00035954	2.14E-75	9.99E-76	0.19908	1.12E-10	1.121	0.00011119	6.9649	0.034751	3.88E-05	1.13E-08	0.079127	95.35	0.002044	0.0022601	649.78	0.18294	0.01896	5.75E-05	0.29798	76.62393161	6.2937	5.07E-05	190.215	0.79069	0.0025988	4.7064	4.6096e-321	0.5976	2.14E-10	7.1985e-321	0.10861	271.7585	450.21
13.5	373.461	37524	0.00030763	0.00036027	5.95E-76	2.74E-76	0.19917	1.12E-10	1.0351	0.00010844	6.9735	0.035019	3.91E-05	1.14E-08	0.079042	93.22	0.0020091	0.0022607	649.94	0.18472	0.019109	5.33E-05	0.29737	76.65598289	6.2937	5.07E-05	188.973	0.79173	0.0026045	4.715	4.6343e-321	0.59843	2.16E-10	7.243e-321	0.10911	272.389	450.21
13.6	373.395	37550	0.00030788	0.00036099	1.65E-76	7.50E-77	0.19926	1.12E-10	0.95587	0.00010583	6.9819	0.035288	3.94E-05	1.15E-08	0.078918	91.134	0.0019747	0.0022612	650.11	0.1865	0.019258	4.94E-05	0.2968	76.68091167	6.2937	5.07E-05	187.74	0.79271	0.0026103	4.7236	4.659e-321	0.59925	2.18E-10	7.2924e-321	0.10962	273.013	450.21
13.7	373.34	37577	0.00030812	0.00036171	4.59E-77	2.05E-77	0.19935	1.12E-10	0.88292	0.00010336	6.9902	0.035556	3.97E-05	1.16E-08	0.078757	89.091	0.0019408	0.0022618	650.27	0.1883	0.019406	4.58E-05	0.29629	76.70584044	6.2937	5.07E-05	186.516	0.79364	0.0026163	4.7321	4.6788e-321	0.60007	2.20E-10	7.3418e-321	0.11012	273.637	450.21
13.8	373.285	37603	0.00030835	0.00036241	1.28E-77	5.63E-78	0.19943	1.12E-10	0.81573	0.00010102	6.9983	0.035825	4.00E-05	1.17E-08	0.07856	87.092	0.0019074	0.0022624	650.43	0.19009	0.019554	4.24E-05	0.29583	76.727208	6.2937	5.06E-05	185.301	0.79451	0.0026224	4.7406	4.7035e-321	0.60088	2.22E-10	7.3912e-321	0.11063	274.2545	450.21
13.9	373.23	37629	0.00030858	0.0003631	3.55E-78	1.54E-78	0.19951	1.12E-10	0.75383	9.88E-05	7.0063	0.036094	4.03E-05	1.18E-08	0.078328	85.135	0.0018745	0.0022629	650.59	0.19189	0.019702	3.94E-05	0.29543	76.74501422	6.2937	5.06E-05	184.0905	0.79532	0.0026287	4.749	4.7282e-321	0.60169	2.24E-10	7.4456e-321	0.11114	274.8655	450.21
14	373.175	37655	0.00030881	0.00036379	9.86E-79	4.22E-79	0.19959	1.12E-10	0.69681	9.67E-05	7.0141	0.036362	4.06E-05	1.19E-08	0.078064	83.219	0.001842	0.0022635	650.75	0.1937	0.01985	3.65E-05	0.29507	76.75925928	6.2937	5.05E-05	182.889	0.79609	0.0026351	4.7574	4.7529e-321	0.6025	2.26E-10	7.4999e-321	0.11165	275.4765	450.21
14.1	373.12	37681	0.00030903	0.00036446	2.74E-79	1.16E-79	0.19967	1.12E-10	0.64427	9.47E-05	7.0217	0.036631	4.09E-05	1.20E-08	0.077767	81.345	0.0018101	0.002264	650.91	0.19551	0.019997	3.39E-05	0.29477	76.769943	6.2937	5.05E-05	181.6965	0.79681	0.0026416	4.7658	4.7776e-321	0.60331	2.28E-10	7.5444e-321	0.11216	276.081	450.21
